組み合わせ,共起回数
"五輪, 人命, 東京, 東京, 求める",339
"五輪, 五輪, 人命, 東京, 東京, 求める",408
"五輪, 人命, 東京, 求める",345
"五輪, 五輪, 人命, 東京, 求める",384
"五輪, 人命, 求める",125
"五輪, 五輪, 人命, 求める",132
"中止, 人命, 東京, 東京, 東京, 軽視",43
"中止, 五輪, 人命, 東京, 東京, 東京, 軽視",153
"中止, 五輪, 人命, 東京, 東京, 軽視",392
"中止, 五輪, 五輪, 人命, 東京, 東京, 軽視",475
"中止, 五輪, 人命, 東京, 軽視",411
"中止, 五輪, 五輪, 人命, 東京, 軽視",461
"中止, 五輪, 人命, 軽視",152
"中止, 五輪, 五輪, 人命, 軽視",161
"中止, 人命, 東京, 東京, 東京",41
"中止, 五輪, 人命, 東京, 東京, 東京",145
"中止, 五輪, 人命, 東京, 東京",359
"中止, 五輪, 五輪, 人命, 東京, 東京",430
"中止, 五輪, 人命, 東京",369
"中止, 五輪, 五輪, 人命, 東京",407
"中止, 五輪, 人命",135
"中止, 五輪, 五輪, 人命",140
"人命, 東京, 東京, 軽視",96
"五輪, 人命, 東京, 東京, 軽視",295
"五輪, 人命, 東京, 軽視",370
"五輪, 五輪, 人命, 東京, 軽視",367
"五輪, 人命, 軽視",160
"五輪, 五輪, 人命, 軽視",142
"人命, 東京, 東京",81
"五輪, 人命, 東京, 東京",250
"五輪, 人命, 東京",304
"五輪, 五輪, 人命, 東京",301
"五輪, 人命",132
"五輪, 五輪, 人命",115
"あんま, ない",31
"五輪, 選手",47
"攻撃, 的",35
"バイアス, 思う",33
"○, そっち",37
"自己, 論",38
"自己, 論, 責任",51
"論, 責任",41
"ない, シーン",30
"○, シーン",40
"○, ○, シーン",361
"人, 善良",33
"ない, 物語",30
"思う, 物語",34
"思う, 酷い",34
"ない, 中身",44
"○, 設定",59
"市, 札幌",31
"思う, 方向",33
"ワクチン, 打つ",34
"わかる, わける",30
"自由, 表現",34
"中止, 中止, 東京, 東京, 東京, 求める, 開催",30
"中止, 中止, 五輪, 東京, 東京, 東京, 求める, 開催",112
"中止, 中止, 五輪, 東京, 東京, 求める, 開催",264
"中止, 中止, 五輪, 五輪, 東京, 東京, 求める, 開催",342
"中止, 中止, 五輪, 東京, 求める, 開催",259
"中止, 中止, 五輪, 五輪, 東京, 求める, 開催",312
"中止, 中止, 五輪, 求める, 開催",91
"中止, 中止, 五輪, 五輪, 求める, 開催",102
"中止, 東京, 東京, 東京, 求める, 開催",59
"中止, 五輪, 東京, 東京, 東京, 求める, 開催",219
"中止, 五輪, 東京, 東京, 求める, 開催",491
"中止, 五輪, 五輪, 東京, 東京, 求める, 開催",622
"中止, 五輪, 東京, 求める, 開催",479
"中止, 五輪, 五輪, 東京, 求める, 開催",552
"中止, 五輪, 求める, 開催",171
"中止, 五輪, 五輪, 求める, 開催",179
"東京, 東京, 東京, 求める, 開催",31
"五輪, 東京, 東京, 東京, 求める, 開催",115
"五輪, 東京, 東京, 求める, 開催",251
"五輪, 五輪, 東京, 東京, 求める, 開催",316
"五輪, 東京, 求める, 開催",245
"五輪, 五輪, 東京, 求める, 開催",276
"五輪, 求める, 開催",90
"五輪, 五輪, 求める, 開催",89
"中止, 東京, 東京, 東京, 開催",32
"中止, 五輪, 東京, 東京, 東京, 開催",119
"中止, 五輪, 東京, 東京, 開催",263
"中止, 五輪, 五輪, 東京, 東京, 開催",334
"中止, 五輪, 東京, 開催",258
"中止, 五輪, 五輪, 東京, 開催",294
"中止, 五輪, 開催",96
"中止, 五輪, 五輪, 開催",95
"東京, 東京, 開催",42
"五輪, 東京, 東京, 開催",143
"五輪, 東京, 開催",147
"五輪, 五輪, 東京, 開催",159
"五輪, 開催",92
"五輪, 五輪, 開催",61
"巻, 読む",34
"巻, 読む, 買う",41
"巻, 買う",44
"巻, 買う, 買う",35
"○, 巻",138
"○, ○, 巻",3193
"そう, 吐く",40
"思う, 部分",32
"スポーツ, 五輪",32
"声, 罪",33
"ない, 罪",34
"展開, 思う",33
"人, 当たり前",31
"当たり前, 思う",35
"げん, さん",38
"げん, ほしい",41
"ない, アイヌ",33
"アイヌ, 言う",34
"ない, 事態",31
"ない, 物",32
"ない, 判断",30
"思う, 自体",35
"ない, 自体",43
"叩く, 思う",34
"ハイ, ロー",90
"させる, ない",36
"影響, 思う",30
"ない, 影響",30
"ない, 災害",30
"やる, 災害",32
"思う, 災害",35
"ない, 疑問",35
"思う, 疑問",39
"○, 疑問",67
"○, ○, 疑問",2211
"描く, 絵",34
"以前, 思う",33
"中止, 東京, 東京, 東京, 求める, 軽視",71
"中止, 五輪, 東京, 東京, 東京, 求める, 軽視",251
"中止, 五輪, 東京, 東京, 求める, 軽視",584
"中止, 五輪, 五輪, 東京, 東京, 求める, 軽視",712
"中止, 五輪, 東京, 求める, 軽視",563
"中止, 五輪, 五輪, 東京, 求める, 軽視",644
"中止, 五輪, 求める, 軽視",194
"中止, 五輪, 五輪, 求める, 軽視",212
"東京, 東京, 東京, 求める, 軽視",39
"五輪, 東京, 東京, 東京, 求める, 軽視",139
"五輪, 東京, 東京, 求める, 軽視",342
"五輪, 五輪, 東京, 東京, 求める, 軽視",411
"五輪, 東京, 求める, 軽視",351
"五輪, 五輪, 東京, 求める, 軽視",390
"五輪, 求める, 軽視",128
"五輪, 五輪, 求める, 軽視",135
"中止, 東京, 東京, 東京, 軽視",41
"中止, 五輪, 東京, 東京, 東京, 軽視",145
"中止, 五輪, 東京, 東京, 軽視",362
"中止, 五輪, 五輪, 東京, 東京, 軽視",433
"中止, 五輪, 東京, 軽視",375
"中止, 五輪, 五輪, 東京, 軽視",413
"中止, 五輪, 軽視",138
"中止, 五輪, 五輪, 軽視",143
"東京, 東京, 軽視",82
"五輪, 東京, 東京, 軽視",253
"五輪, 東京, 軽視",310
"五輪, 五輪, 東京, 軽視",307
"五輪, 軽視",134
"五輪, 五輪, 軽視",118
"一番, 好き",35
"結婚, 言う",30
"○, 結婚",43
"○, ○, 結婚",820
"女, 男性",31
"ない, キャラクター",53
"思う, 結果",32
"ない, 結果",40
"岸田, 思う",36
"安倍, 岸田",47
"ない, 車",30
"大人, 思う",38
"ない, 戦争",36
"安倍, 首相",36
"価値, 思う",37
"ない, 価値",42
"病院, 行く",32
"ない, 権力",31
"思う, 権力",34
"ない, 記憶",42
"思う, 間違う",34
"寝る, 落ち",118
"かける, 迷惑",31
"思う, 迷惑",37
"変える, 思う",30
"変える, 言う",32
"あげる, 人",32
"思う, 辞める",31
"ない, 辞める",40
"加害, 思う",34
"加害, 者",46
"加害, 者, 者",31
"ワクチン, 接種",71
"びっくり, 思う",38
"感染, 症",86
"ない, 滅びる",34
"ブロック, 思う",30
"ルール, ルール",33
"ない, ルール",34
"やる, ルール",35
"ない, 笑",31
"不明, 意味",86
"人, 大事",31
"主義, 思う",31
"ない, 主義",35
"ない, 主義, 差別",45
"主義, 者",42
"主義, 差別, 者",68
"主義, 差別",64
"主義, 差別, 差別",72
"差別, 発言",31
"ない, 発言",31
"人, 発言",32
"発言, 言う",38
"すべて, ない",37
"回, 最終",48
"最終, 的",50
"ない, 結局",30
"○, 結局",132
"○, ○, 結局",4290
"思う, 道",32
"ない, 思う, 道",30
"ない, 道",34
"特別, 特別",30
"扱い, 特別, 特別",36
"ない, 特別",32
"人, 特別",38
"人, 扱い, 特別",52
"思う, 特別",44
"扱い, 特別",48
"思う, 期待",31
"ない, 以外",33
"あなた, 言う",30
"あなた, わたし",31
"あなた, わたし, 思う",31
"あなた, ない",35
"あなた, 思う",38
"ない, 立場",41
"人, 立場",42
"思う, 立場",48
"かわいそう, 人",33
"かわいそう, 思う",34
"かわいそう, ない",40
"奴, 言う",30
"ない, 奴",30
"奴, 思う",37
"○, まとも",32
"ない, 奴隷",32
"捨てる, 言う",35
"垢, 捨てる, 言う",63
"垢, 捨てる",67
"垢, 垢, 捨てる",67
"ない, 売る",32
"売る, 買う",37
"思う, 時代",42
"い, キモ",72
"ない, 原作",30
"いい, 山",31
"母, 言う",32
"ない, 母",33
"服, 着る",44
"利用, 思う",31
"ない, 利用",35
"対策, 思う",30
"ない, 対策",39
"ない, 対策, 感染",36
"対策, 感染",73
"られる, 医療",31
"られる, 医療, 受ける",36
"医療, 受ける",37
"医療, 受ける, 死ぬ",30
"医療, 死ぬ",39
"思う, 記事",32
"記事, 読む",40
"わく, 思う",31
"ない, わく",53
"ない, 以上",35
"以上, 思う",42
"支持, 言う",33
"ない, 支持",33
"人, 支持",41
"支持, 自民党",41
"ない, 日本人",38
"人, 日本人",38
"おいしい, 食べる",33
"思う, 自覚",47
"ない, 思う, 自覚",34
"ない, 自覚",64
"ない, 系",30
"人, 系",31
"好き, 系",34
"好き, 好き, 系",42
"思う, 系",35
"できる, 想像",31
"人, 想像",37
"ない, 暴力",31
"思う, 暴力",35
"ゴミ, 思う",37
"キャラ, 好き",30
"ない, キャラ",30
"タイプ, 人",41
"ない, タイプ",42
"タイプ, 思う",42
"ない, 意識",47
"思う, 意識",47
"人, 生活",31
"思う, 生活",34
"ない, 思う, 生活",31
"ない, 生活",41
"人, 話す",30
"ない, 話す",37
"○, 話す",43
"○, ○, 話す",903
"ない, ほんと",36
"○, ほんと",42
"○, ○, ほんと",861
"ない, 健康",36
"合う, 思う",39
"人, 文句",31
"人, 文句, 言う",44
"ない, 文句",32
"ない, 文句, 言う",31
"思う, 文句",37
"思う, 文句, 言う",43
"文句, 言う",103
"文句, 言う, 言う",34
"がる, 人",33
"がる, 思う",45
"夢, 見る",45
"公式, 言う",30
"二, 公式, 創作",37
"公式, 創作, 次",37
"二, 公式, 創作, 次",57
"公式, 次",35
"二, 公式",35
"二, 公式, 次",51
"ない, 公式",36
"○, ない, 公式",59
"○, 公式",59
"○, ○, 公式",1711
"ない, 興味",107
"つる, ない",35
"人, 肯定",32
"ない, 肯定",42
"思う, 肯定",44
"人, 評価",30
"ない, 評価",46
"思う, 評価",47
"思う, 表現",32
"思う, 理由",30
"ない, 理由",50
"かかる, 思う",30
"ない, 作品",44
"作品, 思う",46
"ない, へん",35
"へん, 思う",42
"日, 月",56
"人, 番組",34
"番組, 見る",35
"思う, 番組",36
"こいつ, ない",32
"こいつ, 思う",52
"ない, 人生",39
"呼ぶ, 思う",42
"ない, 昔",35
"思う, 昔",47
"守る, 言う",40
"ない, 守る",43
"ない, 守る, 思う",32
"守る, 思う",57
"感覚, 的",36
"ない, 感覚",43
"ない, 思う, 感覚",30
"思う, 感覚",54
"○, 心配",103
"服, 買う",72
"悪い, 都合",30
"よい, 都合",33
"ない, 思う, 都合",32
"いい, 思う, 都合",39
"ない, 都合",57
"いい, ない, 都合",43
"いい, 都合",72
"ない, 置く",32
"思う, 置く",40
"しゃべる, ない",33
"ない, 怒る",31
"怒る, 言う",31
"人, 怒る",31
"怒る, 思う",48
"ない, 仕方",35
"人, 仕方",37
"人, 仕方, 思う",33
"仕方, 思う",55
"ない, 警察",33
"思う, 警察",49
"人, 気付く",37
"ない, 気付く",38
"気付く, 自分",41
"思う, 気付く",45
"ない, 後",38
"後, 思う",40
"人, 働く",31
"ない, 働く",33
"○, いま",55
"思う, 選ぶ",34
"ない, 選ぶ",43
"ない, 最初",42
"思う, 最初",48
"ない, ワシ",35
"ワシ, 思う",41
"○, ワシ",112
"○, ○, ワシ",2909
"さ, 優しい",41
"人, 優しい",46
"人, 優しい, 思う",33
"優しい, 思う",50
"ない, 優しい, 思う",36
"ない, 優しい",54
"思う, 雑",35
"みたい, 雑",36
"先, 思う",31
"ない, 先",42
"ない, 起きる",32
"思う, 昨日",36
"ない, 政権",31
"ない, 政権, 自民党",31
"思う, 政権",48
"思う, 政権, 自民党",44
"政権, 自民党",88
"政権, 自民党, 自民党",38
"人, 被害",36
"人, 者, 被害",36
"思う, 被害",44
"思う, 者, 被害",34
"ない, 被害",47
"ない, 者, 被害",45
"者, 被害",117
"者, 者, 被害",66
"ない, 姉",33
"○, ない, 姉",41
"くる, 姉",34
"姉, 言う",35
"○, 姉",41
"○, ○, 姉",820
"見かける, 言う",32
"ない, 見かける",32
"人, 見かける",34
"思う, 見かける",41
"思う, 若い",32
"ない, 若い",33
"人, 若い",41
"否定, 思う",40
"ない, 否定",58
"人, 状態",30
"思う, 状態",34
"ない, 状態",41
"人, 他",45
"ない, 他",48
"他, 思う",48
"言う, 言える",33
"ない, 言える",36
"思う, 言える",44
"たび, 見る",37
"たび, 思う",43
"思う, 時",31
"ない, 時",34
"態度, 自分",30
"態度, 的",35
"態度, 言う",36
"ない, 態度",45
"思う, 態度",50
"思う, 現実",37
"ない, 現実",42
"○, 現実",42
"○, ○, 現実",861
"相手, 自分",43
"思う, 相手",45
"ない, 相手",48
"取る, 思う",30
"ない, 取る",41
"取る, 責任",55
"ない, 思える",30
"思う, 思える",36
"強い, 思う",35
"ない, 強い, 思う",38
"人, 強い",36
"ない, 強い",45
"的, 説明",30
"言う, 説明",32
"何, 説明",32
"思う, 説明",45
"ない, 思う, 説明",30
"ない, 説明",57
"いつ, 思う",32
"いつ, ない",34
"ない, 勝手",30
"人, 勝手",31
"勝手, 思う",43
"完全, 思う",40
"ない, 力",47
"ない, 父",56
"皆さん, 言う",34
"ない, 皆さん",37
"思う, 皆さん",38
"そこ, 思う",50
"そこ, ない, 思う",33
"そこ, ない",57
"全部, 思う",33
"ない, 全部",33
"こわい, 人",30
"ワクチン, 思う",30
"ない, ワクチン",32
"ない, 市民",43
"市民, 思う",47
"思う, 無能",30
"ない, 無能",42
"みたい, マンガ",41
"マンガ, 読む",41
"マンガ, 思う",42
"ない, マンガ",57
"ない, ない, マンガ",32
"個人, 思う",48
"ない, 個人",56
"個人, 的",61
"思う, 絶対",31
"ない, 絶対",41
"さん, 大好き",32
"ない, 大好き",32
"大好き, 好き",39
"ない, 差別, 認識",31
"ない, 差別, 差別, 認識",76
"差別, 差別, 認識",67
"差別, 差別, 差別, 認識",107
"人, 認識",43
"ない, 認識",46
"思う, 認識",50
"人, 側",35
"側, 言う",42
"側, 差別, 言う",34
"側, 差別",50
"側, 差別, 差別",59
"ない, 側",51
"側, 思う",52
"わたし, 自身",33
"人, 自身",42
"人, 自分, 自身",40
"ない, 思う, 自身",34
"ない, 自分, 自身",47
"思う, 自身",75
"思う, 自分, 自身",59
"自分, 自身",104
"歳, 甥",59
"変わる, 言う",31
"人, 変わる",35
"ない, 変わる",43
"変わる, 思う",56
"おれ, ない",36
"○, おれ",162
"○, ○, おれ",4293
"思う, 職場",31
"○, 人, 職場",32
"○, ○, 人, 職場",496
"○, ○, 職場",496
"○, ○, ○, 職場",4960
"ない, 職場",33
"人, 職場",72
"ない, スガ",43
"スガ, 安倍",45
"スガ, 思う",47
"いい, 本人",30
"人, 本人",42
"本人, 言う",43
"ない, 本人",51
"ない, 思う, 本人",34
"思う, 本人",67
"ない, 上",37
"上, 思う",48
"内, 思う",31
"ない, 内",38
"内, 脳",60
"みたい, 垢",32
"垢, 垢",35
"人, 垢",38
"ない, 垢",42
"垢, 言う",47
"垢, 思う",49
"やばい, 思う",32
"ない, 手",37
"思う, 手",43
"普通, 言う",30
"思う, 普通",50
"人, 普通",55
"ない, 人, 普通",33
"ない, 普通",62
"ここ, 人",30
"ここ, すぎる",30
"ここ, すぎる, 好き",30
"ここ, ない",31
"ここ, 好き",33
"ここ, 思う",39
"ネタ, 思う",42
"ない, ネタ",43
"○, ない, ネタ",59
"○, ネタ",152
"○, ○, ネタ",3154
"信じる, 自分",32
"もの, 信じる",32
"信じる, 信じる",34
"人, 信じる",37
"ない, 信じる",44
"信じる, 思う",46
"ない, 杉",32
"いう, 杉",34
"いう, 元, 杉",61
"尾形, 杉",40
"元, 尾形, 杉",44
"思う, 杉",49
"元, 思う, 杉",65
"○, 元, 杉",79
"○, ○, 元, 杉",2027
"○, ○, 杉",2378
"○, ○, ○, 杉",41425
"元, 杉",152
"元, 元, 杉",48
"似る, 言う",31
"ない, 似る",35
"似る, 思う",45
"嫌い, 言う",35
"好き, 嫌い",35
"わたし, 嫌い",36
"くる, 嫌い",38
"人, 嫌い",40
"嫌い, 思う",47
"ない, 嫌い",47
"ない, 情報",44
"思う, 情報",45
"人, 名前",38
"名前, 思う",45
"ない, 脳",37
"人, 存在",44
"ない, 存在",67
"ない, 存在, 思う",37
"存在, 思う",68
"人, 氏",31
"思う, 氏",36
"ない, 氏",39
"妹, 思う",36
"妹, 言う",38
"ない, 妹",52
"オタク, 思う",32
"ない, オタク",40
"○, オタク",48
"○, ○, オタク",1128
"いける, 何",31
"いける, 言う",33
"いける, 思う",41
"いける, ない",42
"ひどい, 言う",31
"ひどい, 思う",37
"ひどい, 人",48
"わり, 人",40
"ない, わり",53
"わり, 思う",56
"子, 思う",36
"ない, 子",56
"とく, 言う",31
"とく, ない",34
"いい, とく",34
"とく, 思う",47
"状況, 言う",33
"ない, 状況",44
"人, 状況",50
"思う, 状況",55
"家族, 思う",41
"ない, 家族, 思う",30
"人, 家族",41
"○, ない, 家族",46
"○, ○, ない, 家族",1035
"○, ○, 家族",1035
"○, ○, ○, 家族",15180
"ない, 家族",55
"カネ, 思う",35
"カネ, 死ぬ",37
"カネ, 人",39
"ない, カネ",83
"ない, 思い出す",31
"人, 思い出す",35
"ない, やすい",50
"ない, やすい, わかる",32
"やすい, 思う",57
"やすい, わかる, 思う",41
"やすい, わかる",98
"たく, たく",36
"たく, 思う",40
"たく, ない",44
"的, 言葉",34
"人, 言葉",34
"思う, 言葉",35
"言う, 言葉",40
"ない, 言葉",45
"くる, 数",30
"ない, 数",32
"感染, 数, 検査",43
"感染, 数, 検査, 者",65
"感染, 数, 者",58
"数, 者",45
"数, 検査, 者",46
"思う, 数",46
"人, 数",50
"数, 検査",52
"歳, 歳",30
"くる, 歳",37
"ない, 入れる",37
"入れる, 思う",38
"人, 方",35
"方, 的",36
"ない, 方",40
"思う, 方",46
"人, 他人",31
"いい, 他人",35
"他人, 自分",49
"他人, 思う",52
"ない, 他人",57
"人, 推す",36
"思う, 推す",37
"ない, 推す",39
"思う, 本",32
"ない, 本",33
"○, ない, 本",59
"本, 買う",40
"本, 読む",51
"○, 本",59
"○, ○, 本",1711
"たくさん, 思う",47
"たくさん, ない",51
"たくさん, 人",77
"たくさん, 人, 人",33
"お前, 人",32
"お前, くる",33
"お前, ら",33
"お前, やる",34
"お前, みたい",47
"お前, 思う",53
"お前, 思う, 言う",30
"お前, ない",54
"お前, ない, 言う",33
"お前, 言う",88
"検査, 言う",32
"られる, 検査",33
"できる, 検査",34
"できる, 人, 検査",43
"思う, 検査",36
"検査, 者",37
"感染, 検査, 者",44
"人, 検査",51
"ない, 検査, 検査",34
"ない, 受ける, 検査, 検査",42
"受ける, 検査, 検査",41
"ない, 検査",56
"ない, 受ける, 検査",36
"感染, 検査",57
"受ける, 検査",60
"続ける, 言う",34
"思う, 続ける",45
"ない, 続ける",56
"一, 度",35
"ない, 度",41
"度, 思う",48
"何, 度",51
"心, 思う",34
"ない, 心",41
"みたい, 扱い",30
"扱い, 的",32
"扱い, 言う",36
"人間, 扱い",39
"思う, 扱い",56
"ない, 扱い",56
"人, 扱い",58
"変, 思う",43
"しんどい, ない",33
"しんどい, 人",41
"しんどい, 思う",44
"ない, 高い",35
"買う, 高い",38
"思う, 高い",44
"おく, 言う",30
"おく, 人",32
"いい, おく",36
"おく, 思う",56
"おく, ない",56
"つもり, 自分",33
"つもり, 何",36
"つもり, 人",38
"つもり, ない, 人",40
"つもり, 言う",53
"つもり, ない, 言う",39
"つもり, 思う",57
"つもり, ない, 思う",45
"つもり, ない",118
"つもり, ない, ない",35
"しらむ, 思う",40
"しらむ, ない",40
"人, 許す",32
"思う, 許す",42
"ない, 許す",56
"人, 大丈夫",45
"ない, 大丈夫",59
"ない, 大丈夫, 思う",38
"大丈夫, 思う",63
"みたい, 必要",30
"いい, 必要",31
"必要, 言う",41
"ない, 必要, 言う",48
"人, 必要",42
"必要, 思う",64
"ない, 必要, 思う",49
"ない, 必要",116
"ない, ない, 必要",39
"ない, 笑う",38
"しまう, 笑う",48
"ストレス, 人",31
"ない, ストレス",54
"おもろい, 思う",39
"おもろい, ない",40
"でかい, ない",34
"でかい, 思う",57
"くる, 世の中",31
"ない, 世の中",61
"世の中, 人",64
"世の中, 思う",67
"マスク, 思う",34
"マスク, マスク",37
"ない, マスク",37
"マスク, 人",42
"マスク, 感染",49
"マスク, 感染, 感染",33
"みたい, 男",32
"人, 男",34
"男, 言う",40
"思う, 男",40
"ない, 男",49
"ない, 女, 男",60
"女, 男",103
"女, 女, 男",65
"まくる, 人",35
"まくる, 思う",46
"ない, まくる",59
"人, 北海道, 札幌",31
"ニュース, 北海道, 札幌",39
"北海道, 思う",47
"ない, 北海道, 思う",35
"人, 北海道",55
"ない, 北海道",59
"ニュース, 北海道",73
"言う, 金",33
"人, 金",42
"思う, 金",54
"ない, 金",60
"ただ, 差別",32
"ただ, 差別, 差別",32
"ただ, 言う",38
"ただ, 人",42
"ただ, ない, 人",32
"ただ, 思う",55
"○, ただ",67
"○, ○, ただ",2211
"ただ, ない",87
"ただ, ない, ない",32
"思う, 飲む",30
"ない, 飲む",31
"おっさん, 人",31
"おっさん, 言う",32
"おっさん, おっさん",44
"おっさん, 思う",47
"おっさん, ない",51
"どっち, 何",30
"いい, どっち",33
"どっち, わかる",38
"どっち, 人",42
"どっち, ない",48
"どっち, 思う",68
"三, 国葬, 晋, 死ぬ",61
"三, 国葬, 安倍, 晋, 死ぬ",131
"国葬, 安倍, 晋, 死ぬ",75
"国葬, 安倍, 安倍, 晋, 死ぬ",48
