単語,重要度,該当文章
心身,0.20392636418669588,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
思う,0.10189196061030331,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
構造,0.1845945364224249,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
権力,0.20392636418669588,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
環境,0.20392636418669588,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
表明,0.20392636418669588,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
言う,0.12719133594805426,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
言及,0.3691890728448498,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
認識,0.1845945364224249,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
追い込む,0.20392636418669588,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
違う,0.20392636418669588,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
関係,0.20392636418669588,各個人の環境はさまざまですから、差別に対し言及をしなければ差別に加担していると言い切り、心身を追い込んでしまうのはひどいという認識。しかし公式や権力者に対しては話は別だと思う…。言及しないことは、差別構造を助長させる表明にしかならない。力関係が違う / 
きっかけ,0.19328561644583278,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
くれる,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
しれる,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
そこ,0.17892368258207125,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
個人,0.138439664811458,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
少ない,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
差別,0.15868167369676464,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
思い,0.19328561644583278,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
教育,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
望める,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
根本,0.17892368258207125,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
構成,0.15868167369676464,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
構造,0.19328561644583278,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
欲しい,0.19328561644583278,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
温床,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
着く,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
知る,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
社会,0.33556740243454475,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
考慮,0.16778370121727237,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
言及,0.19328561644583278,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
辿る,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
進展,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
選ぶ,0.21352762533113942,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
難しい,0.19328561644583278,ただ、個人も社会の構成員であり、その社会構造は差別の温床であることを考慮した上で、「言及しない」を選んで欲しいという思いはある。教育などで知るきっかけが少ない中、難しいかもしれないが、そこまではなんとか辿り着いてくれないと根本的な進展が望めない。 / 
いう,0.24456826227970457,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
ファン,0.401566364898432,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
個人,0.17517055265729797,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
創作,0.35034110531459595,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
問う,0.24456826227970457,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
思う,0.13499608509380948,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
構成,0.200783182449216,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
気持ち,0.2701808920716226,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
無関係,0.22639581224113403,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
理由,0.24456826227970457,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
矛盾,0.2701808920716226,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
社会,0.2123001649068138,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
責任,0.45279162448226806,RT @Paryonhepizza: なんというか、個人が責任を問われる理由が「クィア創作のファンだから」ではなく「社会を構成するマジョリティだから」であるべきなのではないか、という気持ちがある　クィア創作のファンであることがその責任と無関係だとは思わない（矛盾してる？） / 
あてる,0.26575624758671984,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
ただす,0.26575624758671984,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
たち,0.2405630655961756,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
わたし,0.26575624758671984,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
ファン,0.3949900730365364,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
以上,0.179620189430905,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
後景,0.26575624758671984,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
必要,0.1974950365182682,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
思う,0.13278530816279155,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
根本,0.22268821850881237,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
構成,0.1974950365182682,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
正義,0.26575624758671984,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
焦点,0.26575624758671984,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
社会,0.2088234099572081,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
義務,0.26575624758671984,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
部分,0.26575624758671984,RT @ebisakura_q: BLファン／百合ファンだからという部分に必要以上に焦点をあてることで、そもそもわたしたち社会の構成員、特にマジョリティはマイノリティに対する不正義をただす義務が常にあるっていう根本を後景化することになりはしないかと思ってる / 
みんな,0.26816850479374943,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
アイヌ,0.26816850479374943,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
加害,0.26816850479374943,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
当事者,0.485493290903546,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
持つ,0.242746645451773,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
構成,0.19928768985951584,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
欲しい,0.242746645451773,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
歴史,0.26816850479374943,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
続く,0.26816850479374943,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
複雑,0.26816850479374943,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
見る,0.21071889042188244,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
認識,0.242746645451773,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
誤読,0.26816850479374943,みんなひとまず構成員である認識を持ってから、当事者と、今も続く加害の歴史を見て欲しい。アイヌ当事者へのヘイトスピーチの件、誤読によって複雑化している / 
みる,0.39712203554731434,主催の方の対応に疑問を持たれる人が多いのかな？状況がイレギュラーなのだからもう少し待ってみては… / 
主催,0.39712203554731434,主催の方の対応に疑問を持たれる人が多いのかな？状況がイレギュラーなのだからもう少し待ってみては… / 
多い,0.3594756290945962,主催の方の対応に疑問を持たれる人が多いのかな？状況がイレギュラーなのだからもう少し待ってみては… / 
対応,0.2808061727078684,主催の方の対応に疑問を持たれる人が多いのかな？状況がイレギュラーなのだからもう少し待ってみては… / 
待つ,0.39712203554731434,主催の方の対応に疑問を持たれる人が多いのかな？状況がイレギュラーなのだからもう少し待ってみては… / 
持つ,0.3594756290945962,主催の方の対応に疑問を持たれる人が多いのかな？状況がイレギュラーなのだからもう少し待ってみては… / 
状況,0.33276507863758636,主催の方の対応に疑問を持たれる人が多いのかな？状況がイレギュラーなのだからもう少し待ってみては… / 
疑問,0.2808061727078684,主催の方の対応に疑問を持たれる人が多いのかな？状況がイレギュラーなのだからもう少し待ってみては… / 
よこす,0.2908723629169403,RT @VS33i9oQ4m1DvGZ: 寄附控除の権利～と宣う方って、町の募金箱に500円玉を入れても寄附証明よこせって騒ぐのかな？ / 
入れる,0.2908723629169403,RT @VS33i9oQ4m1DvGZ: 寄附控除の権利～と宣う方って、町の募金箱に500円玉を入れても寄附証明よこせって騒ぐのかな？ / 
募金,0.26329822141874326,RT @VS33i9oQ4m1DvGZ: 寄附控除の権利～と宣う方って、町の募金箱に500円玉を入れても寄附証明よこせって騒ぐのかな？ / 
宣う,0.2908723629169403,RT @VS33i9oQ4m1DvGZ: 寄附控除の権利～と宣う方って、町の募金箱に500円玉を入れても寄附証明よこせって騒ぐのかな？ / 
寄附,0.5817447258338806,RT @VS33i9oQ4m1DvGZ: 寄附控除の権利～と宣う方って、町の募金箱に500円玉を入れても寄附証明よこせって騒ぐのかな？ / 
控除,0.2908723629169403,RT @VS33i9oQ4m1DvGZ: 寄附控除の権利～と宣う方って、町の募金箱に500円玉を入れても寄附証明よこせって騒ぐのかな？ / 
権利,0.2908723629169403,RT @VS33i9oQ4m1DvGZ: 寄附控除の権利～と宣う方って、町の募金箱に500円玉を入れても寄附証明よこせって騒ぐのかな？ / 
証明,0.2908723629169403,RT @VS33i9oQ4m1DvGZ: 寄附控除の権利～と宣う方って、町の募金箱に500円玉を入れても寄附証明よこせって騒ぐのかな？ / 
騒ぐ,0.2908723629169403,RT @VS33i9oQ4m1DvGZ: 寄附控除の権利～と宣う方って、町の募金箱に500円玉を入れても寄附証明よこせって騒ぐのかな？ / 
おおせる,0.21482664929686526,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
たてる,0.21482664929686526,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
つぶる,0.4296532985937305,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
よう,0.12920286440927675,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
ナイーブ,0.21482664929686526,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
ファン,0.15964703495498084,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
公式,0.14519772833907887,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
創作,0.2785637621839792,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
含む,0.21482664929686526,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
完全,0.21482664929686526,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
寄付行為,0.21482664929686526,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
思う,0.21467659246020804,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
性的,0.21482664929686526,RT @VS33i9oQ4m1DvGZ: 二次創作が完全に公式から隠れおおせていると本気で思っているようなナイーブな方はそうそういないと思いますが、過度な性的表現を含む二次創作に目をつぶり、ファンによるアイヌヘイト行為にも目をつぶっている集英社が寄付行為にだけ目くじらたてたら、… / 
