組み合わせ,共起回数
"さん, 兄, 勇作",56
"くん, くん, 兄",32
"くん, くん, 兄, 勇作",63
"くん, 兄, 勇作",235
"くん, 兄, 勇作, 勇作",81
"兄, 勇作",212
"兄, 勇作, 勇作",55
"ちゃん, 勇",40
"くん, 勇, 尾",42
"くん, 勇, 勇作, 尾",58
"くん, 勇, 勇作",50
"さん, 勇, 勇作",33
"さん, 勇, 勇作, 尾",39
"さん, 勇, 尾",46
"勇, 勇",41
"勇, 勇, 尾",83
"勇, 勇作",56
"勇, 勇作, 尾",67
"勇, 尾",305
"勇, 尾, 尾",99
"一, 言う",30
"一, 人, 言う",33
"しまう, 一",36
"しまう, 一, 人",54
"さん, 一",40
"一, 思う",52
"一, 人, 思う",47
"一, 人",133
"一, 人, 人",61
"よう, 私",36
"さん, 私",41
"人, 私",42
"しまう, 私",53
"しまう, 思う, 私",30
"思う, 私",91
"いい, 言う",35
"ない, 言う",42
"しまう, 言う",43
"さん, 言う",44
"人, 言う",56
"思う, 言う",72
"しまう, できる",37
"できる, ない",37
"いい, できる",39
"できる, 思う",41
"できる, よう",44
"できる, 人",52
"さん, 者",34
"者, 見る",35
"ない, 者",47
"者, 者",48
"思う, 者",52
"人, 者",94
"人, 人, 者",40
"いい, これ",32
"これ, ない",32
"これ, 人",34
"これ, 勇作",37
"これ, しまう",37
"これ, 思う",74
"尾, 見る",30
"よう, 見る",33
"くん, 見る",34
"くん, 勇作, 見る",30
"勇作, 見る",37
"くる, 見る",40
"しまう, 見る",40
"さん, 見る",48
"人, 見る",63
"思う, 見る",68
"ちゃん, ちゃん",34
"しまう, ちゃん",39
"さん, ちゃん",57
"さん, ちゃん, 勇作",30
"くん, ちゃん, 尾",94
"くん, ちゃん, 勇作, 尾",132
"くん, ちゃん, 勇作",181
"くん, ちゃん, 勇作, 勇作",55
"ちゃん, 尾, 尾",30
"ちゃん, 勇作, 尾",91
"ちゃん, 勇作",157
"ちゃん, 勇作, 勇作",37
"よう, 勇作",35
"くる, よう",44
"さん, よう",51
"よう, 人",54
"いい, よう",56
"しまう, よう",59
"ない, よう",59
"よう, 思う",61
"くる, ない",31
"くる, 尾",40
"くる, 勇作, 尾",32
"くる, しまう",45
"くる, くん",55
"くる, くん, 勇作",77
"くる, 人",62
"くる, 思う",68
"くる, 勇作",69
"くる, さん, 勇作",36
"くる, さん",70
"ない, ない",35
"ない, 勇作",38
"いい, ない",51
"しまう, ない",52
"ない, 人",52
"さん, ない",65
"ない, 思う",85
"人, 尾",31
"いい, 尾",41
"尾, 思う",48
"しまう, 尾",52
"しまう, 勇作, 尾",30
"さん, 尾",77
"さん, 勇作, 尾",64
"くん, 尾, 尾",41
"勇作, 尾, 尾",41
"くん, 勇作, 尾, 尾",54
"くん, くん, 尾",46
"くん, くん, 勇作, 尾",93
"くん, 勇作, 尾",284
"くん, 勇作, 勇作, 尾",90
"勇作, 尾",237
"勇作, 勇作, 尾",51
"いい, しまう",39
"いい, くん",53
"いい, くん, 勇作",64
"いい, さん",64
"いい, 人",64
"いい, 勇作",71
"いい, いい",95
"いい, いい, いい",130
"いい, 思う",118
"しまう, しまう",60
"しまう, しまう, 思う",30
"くん, しまう",62
"くん, しまう, 勇作",75
"しまう, 勇作",86
"さん, しまう, 勇作",52
"しまう, 人",88
"しまう, 人, 思う",38
"さん, しまう",95
"しまう, 思う",141
"人, 勇作",41
"さん, 人",79
"人, 人",129
"人, 人, 人",39
"人, 思う",136
"くん, 思う",63
"くん, 勇作, 思う",69
"くん, さん",83
"くん, さん, 勇作",135
"くん, くん",104
"くん, くん, 勇作",206
"くん, 勇作",791
"くん, 勇作, 勇作",217
"さん, 思う",94
"さん, 勇作, 思う",35
"さん, さん",102
"さん, さん, 勇作",66
"さん, 勇作",267
"さん, 勇作, 勇作",90
"勇作, 思う",74
"思う, 思う",80
"勇作, 勇作",135
