単語,重要度,該当文章
思う,0.1865423210539617,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
接続,0.21977854934788324,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
支援,0.1380363185975651,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
文化,0.15970888855023396,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
方々,0.16710037383661014,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
有志,0.1865423210539617,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
民族,0.16710037383661014,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
気持ち,0.20033660213053164,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
現代,0.21977854934788324,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
行う,0.1426064171041366,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
関心,0.16710037383661014,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
集う,0.1865423210539617,　本企画では、作品のファン有志がささやかに集い、現代にいきるアイヌ民族の方々への支援を行う団体に、応援の気持ちを届けることができました。作品が広げてくれたアイヌ文化への関心を実社会へと接続でき、とても喜ばしく思います。
いただく,0.15662755437250583,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
うれしい,0.25715158116718106,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
かたち,0.21826357920714068,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
きっかけ,0.20574443882216886,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
ひとつ,0.21826357920714068,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
みなさん,0.20574443882216886,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
ダム,0.1868671594157163,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
ファン,0.14410841398753402,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
企画,0.1839163353965548,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
作品,0.15213687611513935,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
参加,0.12523113458108145,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
可視,0.25715158116718106,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
寄付行為,0.21826357920714068,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
思う,0.21826357920714068,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
支援,0.32301839912205704,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
数多い,0.2344035582925866,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
様々,0.2344035582925866,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
気軽,0.19551555633254622,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
継続,0.2344035582925866,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
言うまでもない,0.25715158116718106,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
願う,0.25715158116718106,　言うまでもなく、支援のかたちは数多くあります。本企画にご参加いただいたみなさんには、本企画が気軽な寄付行為を継続するきっかけのひとつとなればうれしく思います。そして同時に、作品ファンダムからの様々な支援が、いっそう可視化されることを願っています。
いく,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
いたす,0.11468789586858573,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
うえ,0.1594575694367318,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
くださる,0.12139064010690648,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
ため,0.15152990563601565,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
もの,0.15152990563601565,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
ページ,0.12931830390762264,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
企画,0.2138102880685403,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
公開,0.1594575694367318,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
匿名,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
名誉,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
喧伝,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
嫌がらせ,0.13902098024071313,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
守る,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
対処,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
専門,0.18166917116512482,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
引き続く,0.18166917116512482,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
所存,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
方々,0.15152990563601565,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
歪める,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
残念,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
相次ぐ,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
相談,0.18166917116512482,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
継続,0.18166917116512482,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
行為,0.267799131004418,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
見なす,0.16916024576982228,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
趣旨,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
進める,0.19929951129893145,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
違法,0.18166917116512482,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
関わる,0.16916024576982228,　たいへん残念なことに、本企画をめぐっては、匿名の嫌がらせ行為が相次ぎました。企画趣旨を歪めて喧伝する方もおり、本企画に関わってくださった方々の名誉を守るためにも、今しばらく本ページの公開は継続いたします。違法行為と見なされるものについては引き続き、専門家と相談のうえ対処を進めていく所存です。
お詫び,0.7248967872676935,［7月6日　お詫びとご報告］
報告,0.6888574945581826,［7月6日　お詫びとご報告］
